# x	y	u	v	flags	mask
7.5632e-01	1.9063e+00	5.0054e+00	5.3319e-02	0.0000e+00	0.0000e+00
1.0257e+00	1.9063e+00	5.0172e+00	4.7897e-02	0.0000e+00	0.0000e+00
1.2951e+00	1.9063e+00	5.1428e+00	4.6347e-04	0.0000e+00	0.0000e+00
1.5644e+00	1.9063e+00	4.9063e+00	-4.3565e-02	0.0000e+00	0.0000e+00
1.8338e+00	1.9063e+00	5.0794e+00	6.2490e-02	0.0000e+00	0.0000e+00
2.1032e+00	1.9063e+00	4.6958e+00	4.2454e-02	1.0000e+00	0.0000e+00
2.3726e+00	1.9063e+00	5.0637e+00	4.2359e-03	0.0000e+00	0.0000e+00
2.6419e+00	1.9063e+00	5.0909e+00	-1.0278e-01	0.0000e+00	0.0000e+00
2.9113e+00	1.9063e+00	4.6779e+00	4.4612e-02	1.0000e+00	0.0000e+00
3.1807e+00	1.9063e+00	5.1243e+00	1.7285e-03	0.0000e+00	0.0000e+00
3.4501e+00	1.9063e+00	4.9285e+00	2.3308e-01	0.0000e+00	0.0000e+00
3.7194e+00	1.9063e+00	5.1490e+00	-0.0000e+00	0.0000e+00	0.0000e+00
3.9888e+00	1.9063e+00	5.1266e+00	7.0436e-02	0.0000e+00	0.0000e+00
4.2582e+00	1.9063e+00	5.1567e+00	-0.0000e+00	0.0000e+00	0.0000e+00
4.5276e+00	1.9063e+00	5.1254e+00	1.2660e-01	0.0000e+00	0.0000e+00
4.7969e+00	1.9063e+00	5.0856e+00	2.9621e-02	0.0000e+00	0.0000e+00
5.0663e+00	1.9063e+00	5.0830e+00	1.9868e-02	0.0000e+00	0.0000e+00
2.1757e-01	1.6370e+00	5.1238e+00	3.9896e-02	0.0000e+00	0.0000e+00
4.8695e-01	1.6370e+00	5.1683e+00	2.6957e-02	0.0000e+00	0.0000e+00
7.5632e-01	1.6370e+00	4.9747e+00	1.1131e-02	0.0000e+00	0.0000e+00
1.0257e+00	1.6370e+00	5.0266e+00	9.5581e-03	0.0000e+00	0.0000e+00
1.2951e+00	1.6370e+00	4.4502e+00	-1.0221e-01	1.0000e+00	0.0000e+00
1.5644e+00	1.6370e+00	5.1680e+00	7.5291e-02	0.0000e+00	0.0000e+00
1.8338e+00	1.6370e+00	4.9926e+00	-2.3216e-01	0.0000e+00	0.0000e+00
2.1032e+00	1.6370e+00	4.8177e+00	-9.7103e-03	0.0000e+00	0.0000e+00
2.3726e+00	1.6370e+00	5.1261e+00	-1.4049e-03	0.0000e+00	0.0000e+00
2.6419e+00	1.6370e+00	5.1024e+00	9.9973e-04	0.0000e+00	0.0000e+00
2.9113e+00	1.6370e+00	5.1227e+00	-2.4416e-03	0.0000e+00	0.0000e+00
3.1807e+00	1.6370e+00	4.9034e+00	5.0170e-02	0.0000e+00	0.0000e+00
3.4501e+00	1.6370e+00	4.9761e+00	-2.1187e-03	0.0000e+00	0.0000e+00
3.7194e+00	1.6370e+00	4.7135e+00	6.5161e-02	1.0000e+00	0.0000e+00
3.9888e+00	1.6370e+00	5.0520e+00	-5.6883e-02	0.0000e+00	0.0000e+00
4.2582e+00	1.6370e+00	5.2064e+00	3.3438e-02	0.0000e+00	0.0000e+00
4.5276e+00	1.6370e+00	5.1226e+00	-2.4164e-01	0.0000e+00	0.0000e+00
4.7969e+00	1.6370e+00	5.0877e+00	-3.5617e-02	0.0000e+00	0.0000e+00
5.0663e+00	1.6370e+00	-7.9234e+00	-4.2870e+00	0.0000e+00	0.0000e+00
2.1757e-01	1.3676e+00	4.9262e+00	-5.8049e-03	0.0000e+00	0.0000e+00
4.8695e-01	1.3676e+00	4.3797e+00	6.7774e-03	1.0000e+00	0.0000e+00
7.5632e-01	1.3676e+00	4.8529e+00	-4.2452e-02	0.0000e+00	0.0000e+00
1.0257e+00	1.3676e+00	4.8322e+00	2.0461e-02	0.0000e+00	0.0000e+00
1.2951e+00	1.3676e+00	4.7713e+00	-3.9051e-02	0.0000e+00	0.0000e+00
1.5644e+00	1.3676e+00	4.4005e+00	7.0979e-03	1.0000e+00	0.0000e+00
1.8338e+00	1.3676e+00	4.9916e+00	7.5314e-02	0.0000e+00	0.0000e+00
2.1032e+00	1.3676e+00	4.8598e+00	-6.3779e-02	0.0000e+00	0.0000e+00
2.3726e+00	1.3676e+00	4.8248e+00	-9.5595e-02	0.0000e+00	0.0000e+00
2.6419e+00	1.3676e+00	4.7937e+00	-4.5599e-02	0.0000e+00	0.0000e+00
2.9113e+00	1.3676e+00	8.4302e+00	3.0034e+00	0.0000e+00	0.0000e+00
3.1807e+00	1.3676e+00	4.8073e+00	-1.0226e-01	0.0000e+00	0.0000e+00
3.4501e+00	1.3676e+00	4.7762e+00	-1.6478e-01	0.0000e+00	0.0000e+00
3.7194e+00	1.3676e+00	4.8301e+00	4.9164e-02	0.0000e+00	0.0000e+00
3.9888e+00	1.3676e+00	4.9268e+00	-8.4136e-03	0.0000e+00	0.0000e+00
4.2582e+00	1.3676e+00	4.8521e+00	-5.9336e-02	0.0000e+00	0.0000e+00
4.5276e+00	1.3676e+00	4.8586e+00	-5.0140e-02	0.0000e+00	0.0000e+00
4.7969e+00	1.3676e+00	4.8753e+00	-3.4969e-02	0.0000e+00	0.0000e+00
5.0663e+00	1.3676e+00	5.0373e+00	-9.8235e-02	0.0000e+00	0.0000e+00
2.1757e-01	1.0982e+00	4.6153e+00	-0.0000e+00	0.0000e+00	0.0000e+00
4.8695e-01	1.0982e+00	4.1088e+00	-1.1894e-01	0.0000e+00	0.0000e+00
7.5632e-01	1.0982e+00	4.3482e+00	7.3909e-02	0.0000e+00	0.0000e+00
1.0257e+00	1.0982e+00	3.9471e+00	2.2132e-03	1.0000e+00	0.0000e+00
1.2951e+00	1.0982e+00	4.4143e+00	1.6762e-03	0.0000e+00	0.0000e+00
1.5644e+00	1.0982e+00	4.3306e+00	1.7795e-02	0.0000e+00	0.0000e+00
1.8338e+00	1.0982e+00	4.2735e+00	-3.3814e-02	0.0000e+00	0.0000e+00
2.1032e+00	1.0982e+00	4.0399e+00	5.1961e-02	1.0000e+00	0.0000e+00
2.3726e+00	1.0982e+00	4.4650e+00	-7.6894e-02	0.0000e+00	0.0000e+00
2.6419e+00	1.0982e+00	4.0634e+00	-2.9541e-02	0.0000e+00	0.0000e+00
2.9113e+00	1.0982e+00	4.3540e+00	-3.0774e-02	0.0000e+00	0.0000e+00
3.1807e+00	1.0982e+00	4.4252e+00	8.0452e-04	0.0000e+00	0.0000e+00
3.4501e+00	1.0982e+00	4.4305e+00	-3.8948e-02	0.0000e+00	0.0000e+00
3.7194e+00	1.0982e+00	4.3118e+00	1.5059e-02	0.0000e+00	0.0000e+00
3.9888e+00	1.0982e+00	4.3385e+00	1.1871e-02	0.0000e+00	0.0000e+00
4.2582e+00	1.0982e+00	4.2612e+00	-1.1216e-01	0.0000e+00	0.0000e+00
4.5276e+00	1.0982e+00	4.6354e+00	-3.2376e-02	0.0000e+00	0.0000e+00
4.7969e+00	1.0982e+00	4.5216e+00	-2.7208e-02	0.0000e+00	0.0000e+00
5.0663e+00	1.0982e+00	4.3663e+00	-1.1692e-01	0.0000e+00	0.0000e+00
2.1757e-01	8.2884e-01	3.5406e+00	-8.9380e-02	0.0000e+00	0.0000e+00
4.8695e-01	8.2884e-01	3.7203e+00	6.7260e-02	0.0000e+00	0.0000e+00
7.5632e-01	8.2884e-01	3.6684e+00	5.9051e-03	0.0000e+00	0.0000e+00
1.0257e+00	8.2884e-01	3.7339e+00	-2.7092e-02	0.0000e+00	0.0000e+00
1.2951e+00	8.2884e-01	3.6997e+00	8.6225e-04	0.0000e+00	0.0000e+00
1.5644e+00	8.2884e-01	3.7182e+00	5.6826e-02	0.0000e+00	0.0000e+00
1.8338e+00	8.2884e-01	4.1062e+00	7.9065e-02	0.0000e+00	0.0000e+00
2.1032e+00	8.2884e-01	3.8860e+00	6.0270e-02	1.0000e+00	0.0000e+00
2.3726e+00	8.2884e-01	4.0997e+00	2.4405e-02	0.0000e+00	0.0000e+00
2.6419e+00	8.2884e-01	3.7159e+00	8.6110e-03	0.0000e+00	0.0000e+00
2.9113e+00	8.2884e-01	4.0108e+00	1.2013e-01	0.0000e+00	0.0000e+00
3.1807e+00	8.2884e-01	3.8910e+00	5.9198e-02	1.0000e+00	0.0000e+00
3.4501e+00	8.2884e-01	4.0785e+00	4.2656e-03	0.0000e+00	0.0000e+00
3.7194e+00	8.2884e-01	3.7341e+00	1.0463e-01	0.0000e+00	0.0000e+00
3.9888e+00	8.2884e-01	3.7059e+00	2.9252e-02	0.0000e+00	0.0000e+00
4.2582e+00	8.2884e-01	3.5616e+00	3.7115e-02	0.0000e+00	0.0000e+00
4.5276e+00	8.2884e-01	3.6907e+00	9.1124e-02	0.0000e+00	0.0000e+00
4.7969e+00	8.2884e-01	3.8657e+00	-1.5339e-01	0.0000e+00	0.0000e+00
5.0663e+00	8.2884e-01	3.3739e+00	-2.2890e-01	1.0000e+00	0.0000e+00
2.1757e-01	5.5947e-01	2.8944e+00	-9.5593e-02	0.0000e+00	0.0000e+00
4.8695e-01	5.5947e-01	2.8966e+00	-1.4037e-02	0.0000e+00	0.0000e+00
7.5632e-01	5.5947e-01	3.2027e+00	1.9521e-01	0.0000e+00	0.0000e+00
1.0257e+00	5.5947e-01	2.8362e+00	-1.4233e-02	0.0000e+00	0.0000e+00
1.2951e+00	5.5947e-01	2.9348e+00	-3.5505e-02	0.0000e+00	0.0000e+00
1.5644e+00	5.5947e-01	2.7774e+00	1.9983e-02	0.0000e+00	0.0000e+00
1.8338e+00	5.5947e-01	2.8758e+00	-4.4957e-02	0.0000e+00	0.0000e+00
2.1032e+00	5.5947e-01	3.6686e+00	8.0619e-02	1.0000e+00	0.0000e+00
2.3726e+00	5.5947e-01	3.0649e+00	1.3532e-02	0.0000e+00	0.0000e+00
2.6419e+00	5.5947e-01	2.8122e+00	-1.1874e-01	0.0000e+00	0.0000e+00
2.9113e+00	5.5947e-01	2.8261e+00	-2.0929e-01	0.0000e+00	0.0000e+00
3.1807e+00	5.5947e-01	2.8474e+00	-1.0715e-02	0.0000e+00	0.0000e+00
3.4501e+00	5.5947e-01	3.0632e+00	7.1967e-03	0.0000e+00	0.0000e+00
3.7194e+00	5.5947e-01	2.9772e+00	3.6110e-02	0.0000e+00	0.0000e+00
3.9888e+00	5.5947e-01	3.1691e+00	2.9625e-02	0.0000e+00	0.0000e+00
4.2582e+00	5.5947e-01	3.2665e+00	9.0259e-02	0.0000e+00	0.0000e+00
4.5276e+00	5.5947e-01	2.8558e+00	-1.9407e-01	0.0000e+00	0.0000e+00
4.7969e+00	5.5947e-01	3.0166e+00	1.9615e-02	0.0000e+00	0.0000e+00
5.0663e+00	5.5947e-01	3.3147e+00	2.8201e-01	0.0000e+00	0.0000e+00
2.1757e-01	2.9010e-01	1.8214e+00	1.8265e-02	0.0000e+00	0.0000e+00
4.8695e-01	2.9010e-01	1.8367e+00	1.2822e-03	0.0000e+00	0.0000e+00
7.5632e-01	2.9010e-01	1.5751e+00	4.3921e-02	0.0000e+00	0.0000e+00
1.0257e+00	2.9010e-01	2.1532e+00	-9.7673e-02	0.0000e+00	0.0000e+00
1.2951e+00	2.9010e-01	2.0017e+00	-1.9817e-02	0.0000e+00	0.0000e+00
1.5644e+00	2.9010e-01	2.0442e+00	5.9608e-02	0.0000e+00	0.0000e+00
1.8338e+00	2.9010e-01	1.7762e+00	-3.4096e-02	0.0000e+00	0.0000e+00
2.1032e+00	2.9010e-01	1.9158e+00	2.7847e-02	0.0000e+00	0.0000e+00
2.3726e+00	2.9010e-01	1.7161e+00	-3.4853e-03	0.0000e+00	0.0000e+00
2.6419e+00	2.9010e-01	2.1724e+00	-1.4279e-02	0.0000e+00	0.0000e+00
2.9113e+00	2.9010e-01	1.6284e+00	-3.5044e-03	0.0000e+00	0.0000e+00
3.1807e+00	2.9010e-01	1.6198e+00	-2.2709e-03	0.0000e+00	0.0000e+00
3.4501e+00	2.9010e-01	1.8910e+00	2.4802e-02	0.0000e+00	0.0000e+00
3.7194e+00	2.9010e-01	1.8391e+00	-1.4937e-02	0.0000e+00	0.0000e+00
3.9888e+00	2.9010e-01	1.7688e+00	-1.4148e-01	0.0000e+00	0.0000e+00
4.2582e+00	2.9010e-01	1.6667e+00	-2.2324e-01	0.0000e+00	0.0000e+00
4.5276e+00	2.9010e-01	2.1609e+00	-3.3883e-02	0.0000e+00	0.0000e+00
4.7969e+00	2.9010e-01	3.3420e+00	-3.9542e-02	1.0000e+00	0.0000e+00
5.0663e+00	2.9010e-01	1.9590e+00	-8.0277e-02	0.0000e+00	0.0000e+00
